,name,site_url,country,bias,factual,press_freedom,media_type,popularity,MBFC_credibility,image_url,page_url,biaser
2436,Independent Women’s Forum (IWF),https://iwf.org/,Usa,Right,Mostly factual,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right061.png,https://mediabiasfactcheck.com/independent-womens-forum-iwf/,mediabiasfactcheck.com
2437,Influence Watch,https://www.influencewatch.org,Usa,Right,High,N/A,Organization/foundation,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right061.png,https://mediabiasfactcheck.com/influence-watch/,mediabiasfactcheck.com
2438,Institute for Family Studies,https://ifstudies.org,Usa,Right,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right071.png,https://mediabiasfactcheck.com/institute-for-family-studies/,mediabiasfactcheck.com
2439,Intellectual Takeout,https://www.intellectualtakeout.org/,Usa,Right,Mostly factual,N/A,Organization/foundation,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right051.png,https://mediabiasfactcheck.com/intellectual-takeout/,mediabiasfactcheck.com
2440,Investors Business Daily,https://www.investors.com/,Usa,Right,Mixed,N/A,Newspaper,High,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right031.png,https://mediabiasfactcheck.com/investors-business-daily/,mediabiasfactcheck.com
2441,Israel Hayom,https://www.israelhayom.com/,Israel,Right,Mostly factual,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right051.png,https://mediabiasfactcheck.com/israel-hayom/,mediabiasfactcheck.com
2442,Issues & Insights,https://issuesinsights.com/,Usa,Right,Mixed,Mostly free,Website,Medium,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right031.png,https://mediabiasfactcheck.com/issues-insights/,mediabiasfactcheck.com
2443,Jewish Policy Center,https://www.jewishpolicycenter.org/,Usa,Right,High,Mostly free,Organization/foundation,Minimal,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right101.png,https://mediabiasfactcheck.com/jewish-policy-center/,mediabiasfactcheck.com
2444,Jewish World Review,http://www.jewishworldreview.com/,Usa,Right,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right051.png,https://mediabiasfactcheck.com/jewish-world-review/,mediabiasfactcheck.com
2445,Judicial Crisis Network,https://judicialnetwork.com/,Usa,Right,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right031.png,https://mediabiasfactcheck.com/judicial-crisis-network/,mediabiasfactcheck.com
2446,Kansas Policy Institute (KPI),https://kansaspolicy.org,Usa,Right,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right051.png,https://mediabiasfactcheck.com/kansas-policy-institute-kpi/,mediabiasfactcheck.com
2447,Kronen Zeitung,https://www.krone.at/,Usa,Right,Mostly factual,N/A,Newspaper,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right051.png,https://mediabiasfactcheck.com/kronen-zeitung-bias/,mediabiasfactcheck.com
2448,Law & Liberty,https://lawliberty.org/,Usa,Right,High,Mostly free,Organization/foundation,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right061.png,https://mediabiasfactcheck.com/law-liberty-bias/,mediabiasfactcheck.com
2449,Law Enforcement Today,https://www.lawenforcementtoday.com/,Usa,Right,Mixed,N/A,Website,Medium,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png,https://mediabiasfactcheck.com/law-enforcement-today/,mediabiasfactcheck.com
2450,Legal Insurrection,https://legalinsurrection.com,Usa,Right,Mostly factual,N/A,Website,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right061.png,https://mediabiasfactcheck.com/legal-insurrection/,mediabiasfactcheck.com
2451,Le Journal de Montreal,https://www.journaldemontreal.com/,Canada,Right,Mostly factual,Mostly free,Newspaper,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right081.png,https://mediabiasfactcheck.com/le-journal-de-montreal/,mediabiasfactcheck.com
2452,Liberty Headlines,https://www.libertyheadlines.com/,N/A,Right,N/A,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right021.png,https://mediabiasfactcheck.com/liberty-headlines/,mediabiasfactcheck.com
2453,Liberty Nation,https://www.libertynation.com,Usa,Right,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right021.png,https://mediabiasfactcheck.com/liberty-nation/,mediabiasfactcheck.com
2454,LifeZette,https://www.lifezette.com,Usa,Right,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right021.png,https://mediabiasfactcheck.com/lifezette/,mediabiasfactcheck.com
2455,Lone Conservative,https://loneconservative.com,Usa,Right,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right061.png,https://mediabiasfactcheck.com/lone-conservative/,mediabiasfactcheck.com
2456,Lozier Institute,https://lozierinstitute.org/,Usa,Right,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right021.png,https://mediabiasfactcheck.com/lozier-institute/,mediabiasfactcheck.com
2457,Manhattan Institute for Policy Research,https://www.manhattan-institute.org/,Usa,Right,Mixed,N/A,Organization/foundation,Medium,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right051.png,https://mediabiasfactcheck.com/manhattan-institute-for-policy-research/,mediabiasfactcheck.com
2458,Media Circus,https://www.mediacircus.com/,Usa,Right,Mixed,N/A,Website,Minimal,Low,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png,https://mediabiasfactcheck.com/media-circus/,mediabiasfactcheck.com
2459,Media Equalizer,https://mediaequalizer.com/,Usa,Right,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right021.png,https://mediabiasfactcheck.com/media-equalizer/,mediabiasfactcheck.com
2460,Media Research Center (MRC),https://www.mrc.org/,Usa,Right,Mixed,N/A,Organization/foundation,Minimal,Low,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right021.png,https://mediabiasfactcheck.com/media-research-center-mrc/,mediabiasfactcheck.com
2461,Media Right News,https://mediarightnews.com/,Usa,Right,Mostly factual,N/A,Website,Minimal,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right031.png,https://mediabiasfactcheck.com/media-right-news-bias/,mediabiasfactcheck.com
2462,Mercatornet,https://www.mercatornet.com,Australia,Right,Mixed,N/A,Website,Medium,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right031.png,https://mediabiasfactcheck.com/mercatornet/,mediabiasfactcheck.com
2463,Milliyet,https://www.milliyet.com.tr/,Turkey,Right,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right081.png,https://mediabiasfactcheck.com/milliyet/,mediabiasfactcheck.com
2464,Minnesota Sun,https://theminnesotasun.com/,Usa,Right,Mixed,Mostly free,Website,Minimal,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right041.png,https://mediabiasfactcheck.com/minnesota-sun/,mediabiasfactcheck.com
2465,Mises Institute,https://mises.org/,Usa,Right,Mixed,N/A,Organization/foundation,Medium,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right071.png,https://mediabiasfactcheck.com/mises-daily/,mediabiasfactcheck.com
2466,National Catholic Register,https://www.ncregister.com/,Usa,Right,Mixed,Mostly free,Newspaper,High,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right051.png,https://mediabiasfactcheck.com/national-catholic-register/,mediabiasfactcheck.com
2467,National Center for Public Policy Research (NCPPR),https://nationalcenter.org/,Usa,Right,Mixed,N/A,Organization/foundation,Minimal,Low,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right031.png,https://mediabiasfactcheck.com/national-center-public-policy-research-ncppr/,mediabiasfactcheck.com
2468,National Federation of Republican Women,https://www.nfrw.org/,Usa,Right,Mixed,Mostly free,Organization/foundation,Medium,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right041.png,https://mediabiasfactcheck.com/national-federation-of-republican-women/,mediabiasfactcheck.com
2469,National Review,https://www.nationalreview.com,Usa,Right,Mostly factual,N/A,Magazine,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right051.png,https://mediabiasfactcheck.com/national-review/,mediabiasfactcheck.com
2470,New Boston Post,https://newbostonpost.com/,Usa,Right,Mixed,N/A,Website,Minimal,Low,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right061.png,https://mediabiasfactcheck.com/new-boston-post/,mediabiasfactcheck.com
2471,Newsbusters,https://www.newsbusters.org/,Usa,Right,Mixed,N/A,Organization/foundation,Medium,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png,https://mediabiasfactcheck.com/newsbusters/,mediabiasfactcheck.com
2472,New York Sun,https://www.nysun.com/,Usa,Right,High,N/A,Website,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right061.png,https://mediabiasfactcheck.com/new-york-sun-bias/,mediabiasfactcheck.com
2473,NGO Monitor,https://www.ngo-monitor.org/,Israel,Right,Mixed,Moderate freedom,Organization/foundation,Minimal,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right051.png,https://mediabiasfactcheck.com/ngo-monitor-bias/,mediabiasfactcheck.com
2474,Not The Bee,https://notthebee.com/,Usa,Right,High,Mostly free,Website,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right061.png,https://mediabiasfactcheck.com/not-the-bee/,mediabiasfactcheck.com
2475,NRA – Institute for Legislative Action,https://www.nraila.org,Usa,Right,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right051.png,https://mediabiasfactcheck.com/nra-institute-for-legislative-action/,mediabiasfactcheck.com
2476,NTK Network,https://ntknetwork.com,Usa,Right,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right041.png,https://mediabiasfactcheck.com/ntk-network/,mediabiasfactcheck.com
2477,Numbers USA,"Under current U.S. immigration policy, “literally one person with a green card” can, in the extreme, bring in more than 270 of his relatives.",N/A,Right,N/A,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right021.png,https://mediabiasfactcheck.com/numbers-usa/,mediabiasfactcheck.com
2478,Offgrid Survival,https://offgridsurvival.com/,Usa,Right,Mixed,N/A,Website,Minimal,Low,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right021.png,https://mediabiasfactcheck.com/offgrid-survival/,mediabiasfactcheck.com
2479,One Angry Gamer,https://www.oneangrygamer.net/,Usa,Right,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right021.png,https://mediabiasfactcheck.com/one-angry-gamer/,mediabiasfactcheck.com
2480,Ontario Proud,https://www.ontarioproud.ca,Canada,Right,High,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right061.png,https://mediabiasfactcheck.com/ontario-proud/,mediabiasfactcheck.com
2481,OpenVaers,https://openvaers.com/,Unknown,Right,Mixed,N/A,Website,Medium,Low,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right051.png,https://mediabiasfactcheck.com/openvaers-bias/,mediabiasfactcheck.com
2482,OpsLens,http://www.opslens.com/,Usa,Right,Mixed,N/A,Website,Minimal,Low,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png,https://mediabiasfactcheck.com/opslens/,mediabiasfactcheck.com
2483,OutKick Bias Rating,https://www.outkick.com/,Usa,Right-center,Mixed,N/A,Website,High,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right041.png,https://mediabiasfactcheck.com/outkick/,mediabiasfactcheck.com
2484,PanAm Post,https://panampost.com/,Usa,Right,High,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right041.png,https://mediabiasfactcheck.com/panam-post/,mediabiasfactcheck.com
2485,Pants on Fire News,https://pantsonfirenews.com/,Usa,Questionable,N/A,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/extremeright031.png,https://mediabiasfactcheck.com/pants-on-fire-news/,mediabiasfactcheck.com
2486,Patriot News Alerts,https://www.patriotnewsalerts.com,Usa,Right,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right021.png,https://mediabiasfactcheck.com/patriot-news-alerts/,mediabiasfactcheck.com
2487,Patriot News Daily,http://patriotnewsdaily.com/,Usa,Right,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png,https://mediabiasfactcheck.com/patriot-news-daily/,mediabiasfactcheck.com
2488,PatriotRetort.com,http://patriotretort.com,Usa,Right,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right031.png,https://mediabiasfactcheck.com/patriotretort-com/,mediabiasfactcheck.com
2489,Pluralist,https://www.pluralist.com,Usa,Right,Mostly factual,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right031.png,https://mediabiasfactcheck.com/pluralist/,mediabiasfactcheck.com
2490,Politcalite UK,https://www.politicalite.com,United kingdom,Right,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png,https://mediabiasfactcheck.com/politcalite-uk/,mediabiasfactcheck.com
2491,Politichicks,tps://politichicks.com/,Usa,Right,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png,https://mediabiasfactcheck.com/politichicks/,mediabiasfactcheck.com
2492,Populist Wire,https://www.populistwire.com,Usa,Right,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right031.png,https://mediabiasfactcheck.com/populist-wire/,mediabiasfactcheck.com
2493,Power Line,https://www.powerlineblog.com/,Usa,Right,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right021.png,https://mediabiasfactcheck.com/power-line/,mediabiasfactcheck.com
2494,Proud Conservatives,conservativesus.party,N/A,Right,N/A,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png,https://mediabiasfactcheck.com/proud-conservatives/,mediabiasfactcheck.com
2495,Public Interest Legal Foundation,https://publicinterestlegal.org/,Usa,Right,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right071.png,https://mediabiasfactcheck.com/public-interest-legal-foundation/,mediabiasfactcheck.com
2496,Quadrant Magazine,https://quadrant.org.au,Australia,Right,Mixed,Mostly free,Magazine,Minimal,Low,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right041.png,https://mediabiasfactcheck.com/quadrant-magazine/,mediabiasfactcheck.com
2497,Reader’s Digest,https://www.rd.com,Usa,Right,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right101.png,https://mediabiasfactcheck.com/readers-digest/,mediabiasfactcheck.com
2498,Real America’s Voice,https://americasvoice.news/,Usa,Right,Mixed,Mostly free,Tv station/website,High,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right051.png,https://mediabiasfactcheck.com/real-americas-voice/,mediabiasfactcheck.com
2499,Red Alert Politics,http://redalertpolitics.com/,N/A,Right,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/09/right07.png,https://mediabiasfactcheck.com/red-alert-politics/,mediabiasfactcheck.com
2500,RedState,https://www.redstate.com,Usa,Right,Mixed,N/A,Website,High,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png,https://mediabiasfactcheck.com/red-state/,mediabiasfactcheck.com
2501,Regated,https://regated.com/,Usa,Right,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right101.png,https://mediabiasfactcheck.com/regated-news/,mediabiasfactcheck.com
2502,Ricochet,https://ricochet.com,Usa,Right,Mixed,N/A,Website,Minimal,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right051.png,https://mediabiasfactcheck.com/richochet/,mediabiasfactcheck.com
2503,Right & Free,https://rightandfree.com/,Usa,Right,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right041.png,https://mediabiasfactcheck.com/right-free/,mediabiasfactcheck.com
2504,Ron Paul Liberty Report,http://www.ronpaullibertyreport.com/,Usa,Right,Mixed,N/A,Website,Minimal,Low,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right071.png,https://mediabiasfactcheck.com/ron-paul-liberty-report/,mediabiasfactcheck.com
2505,Sabah,https://www.sabah.com.tr/,Turkey,Right,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right071.png,https://mediabiasfactcheck.com/daily-sabah/,mediabiasfactcheck.com
2506,Santa Barbara News-Press,https://newspress.com/,Usa,Right,Mixed,N/A,Newspaper,Medium,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right051.png,https://mediabiasfactcheck.com/santa-barbara-news-press/,mediabiasfactcheck.com
2507,Save Jersey,https://savejersey.com,Usa,Right,High,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right061.png,https://mediabiasfactcheck.com/save-jersey/,mediabiasfactcheck.com
2508,Sentinel KSMO,https://sentinelksmo.org,Usa,Right,Mostly factual,N/A,Organization/foundation,Minimal,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right031.png,https://mediabiasfactcheck.com/sentinel-ksmo/,mediabiasfactcheck.com
2509,Shore News Network,https://www.shorenewsnetwork.com/,Usa,Right,Mostly factual,Mostly free,Website,Minimal,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right051.png,https://mediabiasfactcheck.com/shore-news-network-bias/,mediabiasfactcheck.com
2510,Sinclair Broadcast Group,http://sbgi.net/,Usa,Right,Mixed,N/A,Tv stations,High,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right071.png,https://mediabiasfactcheck.com/sinclair-broadcast-group/,mediabiasfactcheck.com
2511,Sky News Australia,https://www.skynews.com.au/,Australia,Right,Mixed,N/A,Tv station,High,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right051.png,https://mediabiasfactcheck.com/sky-news-australia/,mediabiasfactcheck.com
2512,Sonoran News,http://sonorannews.com,Usa,Right,Mostly factual,N/A,Newspaper,Minimal,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right061.png,https://mediabiasfactcheck.com/sonoran-news/,mediabiasfactcheck.com
2513,Southern Patriot News,https://www.southernpatriotnews.com,Usa,Right,Mostly factual,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right021.png,https://mediabiasfactcheck.com/southern-patriot-news/,mediabiasfactcheck.com
2514,Spiked Magazine,http://spiked-online.com/,United kingdom,Right,Mixed,N/A,Magazine,Medium,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right081.png,https://mediabiasfactcheck.com/spiked-magazine/,mediabiasfactcheck.com
2515,Standpoint Magazine,http://www.standpointmag.co.uk,United kingdom,Right,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right021.png,https://mediabiasfactcheck.com/standpoint-magazine/,mediabiasfactcheck.com
2516,Star Political,https://starpolitical.com,Usa,Right,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right101.png,https://mediabiasfactcheck.com/star-political/,mediabiasfactcheck.com
2517,Steadfast Daily,https://steadfastdaily.com/,Unknown,Right,Mixed,N/A,Website,Minimal,Low,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right051.png,https://mediabiasfactcheck.com/steadfast-daily/,mediabiasfactcheck.com
2518,Tatum Report,https://tatumreport.com/,Usa,Right,Mixed,Mostly free,Website,Medium,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png,https://mediabiasfactcheck.com/tatum-report/,mediabiasfactcheck.com
2519,Tenth Amendment Center,https://tenthamendmentcenter.com,Usa,Right,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png,https://mediabiasfactcheck.com/tenth-amendment-center/,mediabiasfactcheck.com
2520,The Advertiser,http://www.adelaidenow.com.au/,Australia,Right,Mixed,N/A,Newspaper,High,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png,https://mediabiasfactcheck.com/the-advertiser/,mediabiasfactcheck.com
2521,The America First Policy Institute (AFPI),https://americafirstpolicy.com/,Usa,Right,Mixed,Mostly free,Organization/foundation,Minimal,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right051.png,https://mediabiasfactcheck.com/the-america-first-policy-institute-afpi-bias/,mediabiasfactcheck.com
2522,The American Mind,https://americanmind.org,Usa,Right-center,Mixed,N/A,Website,Medium,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right041.png,https://mediabiasfactcheck.com/the-american-mind/,mediabiasfactcheck.com
2523,The College Fix,https://www.thecollegefix.com/,Usa,Right,Mixed,N/A,Organization/foundation,Medium,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right031.png,https://mediabiasfactcheck.com/the-college-fix/,mediabiasfactcheck.com
2524,The Conservative Nut,https://www.theconservativenut.gop,Usa,Right,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right081.png,https://mediabiasfactcheck.com/the-conservative-nut/,mediabiasfactcheck.com
2525,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://mediabiasfactcheck.com/conservative-opinion/,mediabiasfactcheck.com
2526,The Conservative Woman,https://www.conservativewoman.co.uk,United kingdom,Right,Mixed,N/A,Website,Medium,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png,https://mediabiasfactcheck.com/the-conservative-woman/,mediabiasfactcheck.com
2527,The Daily Telegraph (Australia),https://www.dailytelegraph.com.au/,Australia,Right,Mixed,N/A,Newspaper,High,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right071.png,https://mediabiasfactcheck.com/the-daily-telegraph-australia/,mediabiasfactcheck.com
2528,The Daily Wire,https://www.dailywire.com,Usa,Right,Mixed,N/A,Website,High,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right031.png,https://mediabiasfactcheck.com/the-daily-wire/,mediabiasfactcheck.com
2529,The DC Chronicle,https://dc-chronicle.com,Usa,Right,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right011.png,https://mediabiasfactcheck.com/the-dc-chronicle/,mediabiasfactcheck.com
2530,The First TV,https://www.thefirsttv.com/,Usa,Right,Mixed,Mostly free,Website/tv,Medium,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right051.png,https://mediabiasfactcheck.com/the-first-tv/,mediabiasfactcheck.com
2531,TheGreggJarrett.com,https://thegreggjarrett.com/,Usa,Right,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right021.png,https://mediabiasfactcheck.com/thegreggjarrett-com/,mediabiasfactcheck.com
2532,The Hayride,https://thehayride.com/,Usa,Right,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right031.png,https://mediabiasfactcheck.com/the-hayride/,mediabiasfactcheck.com
2533,The Honest Patriot,https://thehonestpatriot.net/,Usa,Right,Mixed,N/A,Website,Minimal,Low,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right051.png,https://mediabiasfactcheck.com/the-honest-patriot/,mediabiasfactcheck.com
2534,TheLeoTerrell.com,https://theleoterrell.com,Usa,Right,Mixed,Mostly free,Website,Medium,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right051.png,https://mediabiasfactcheck.com/theleoterrell-com/,mediabiasfactcheck.com
2535,The Library of Economics and Liberty (Econlib),https://www.econlib.org/,Usa,Right,Mostly factual,N/A,Organization/foundation,Minimal,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right081.png,https://mediabiasfactcheck.com/the-library-of-economics-and-liberty-econlib/,mediabiasfactcheck.com
2536,The National Herald (TNH),www.thenationalherald.com,Usa,Right,Mixed,N/A,Newspaper,Minimal,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right071.png,https://mediabiasfactcheck.com/the-national-herald-tnh/,mediabiasfactcheck.com
2537,The New American,https://www.thenewamerican.com/,Usa,Right,Mixed,N/A,Magazine,Medium,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right061.png,https://mediabiasfactcheck.com/the-new-american/,mediabiasfactcheck.com
2538,The New Revere,https://thenewrevere.com,Usa,Right,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right051.png,https://mediabiasfactcheck.com/the-new-revere/,mediabiasfactcheck.com
2539,The Ohio Star,http://theohiostar.com/,Usa,Right,Mixed,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right041.png,https://mediabiasfactcheck.com/the-ohio-star/,mediabiasfactcheck.com
2540,The Patriot Post,https://patriotpost.us/,Usa,Right,Mixed,N/A,Website,Medium,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/right051.png,https://mediabiasfactcheck.com/the-patriot-post/,mediabiasfactcheck.com
